User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670.0,9.0,249.0,0.0,28.0,9.0,2,5,4,5,4,0,0,0,0,0,0,0,Australia
340,1970,Graduation,Divorced,72967.0,0,1,2012-12-15,1,158.0,35.0,179.0,0.0,0.0,125.0,2,7,2,8,5,1,0,0,0,0,1,0,Germany
8805,1960,Graduation,Single,48904.0,0,1,2012-12-02,1,283.0,10.0,38.0,0.0,13.0,27.0,4,7,2,4,8,0,0,0,0,0,0,0,United States
1241,1984,2n Cycle,Married,14796.0,1,0,2012-09-17,1,13.0,3.0,8.0,7.0,4.0,16.0,2,1,0,3,9,0,0,0,0,0,1,0,Germany
1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,496.0,36.0,460.0,189.0,60.0,12.0,3,4,8,6,3,0,0,0,0,0,0,0,Germany
7264,1978,2n Cycle,Single,52195.0,2,1,2014-05-12,2,12.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,South Africa
1619,1956,Graduation,Married,90369.0,0,0,2014-04-28,2,292.0,51.0,981.0,224.0,23.0,17.0,1,4,6,6,1,0,0,0,0,0,1,0,Spain
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7.0,10.0,13.0,16.0,0.0,4.0,2,3,0,3,8,0,0,0,0,0,0,0,Spain
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46.0,0.0,12.0,0.0,2.0,23.0,2,2,1,2,7,0,0,0,0,0,1,0,Spain
4877,1973,Master,Married,38576.0,0,1,2014-03-04,2,34.0,0.0,7.0,0.0,0.0,0.0,1,1,0,3,7,0,0,0,0,0,0,0,India
3066,1975,PhD,Together,61905.0,0,1,2014-02-04,2,167.0,0.0,43.0,6.0,2.0,13.0,2,4,2,4,5,0,0,0,0,0,0,0,South Africa
10286,1962,Graduation,Married,83715.0,0,0,2014-02-03,2,318.0,8.0,407.0,150.0,35.0,8.0,1,2,8,13,0,0,0,0,0,0,0,0,South Africa
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522.0,0.0,257.0,32.0,16.0,66.0,4,2,2,8,7,0,0,0,1,0,1,0,Spain
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,67.0,11.0,26.0,4.0,3.0,262.0,0,1,0,1,17,0,0,0,0,0,0,0,Spain
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28.0,0.0,4.0,0.0,0.0,0.0,1,1,0,3,5,0,0,0,0,0,0,0,Spain
4867,1968,PhD,Single,38236.0,1,1,2013-09-20,2,58.0,0.0,18.0,2.0,0.0,10.0,4,3,0,4,7,0,0,0,0,0,0,0,Spain
3112,1977,Master,Married,22701.0,1,0,2013-09-05,2,2.0,4.0,9.0,0.0,4.0,5.0,1,1,0,3,5,0,0,0,0,0,0,0,Spain
4865,1974,Master,Divorced,53367.0,1,1,2013-08-31,2,229.0,7.0,140.0,10.0,3.0,11.0,7,5,1,8,7,0,0,0,0,0,1,0,Australia
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,14.0,0.0,16.0,0.0,0.0,6.0,1,1,1,2,6,0,0,0,0,0,1,0,Spain
4405,1956,Master,Married,63915.0,0,2,2013-07-30,2,622.0,7.0,115.0,30.0,0.0,15.0,2,6,3,12,5,0,0,0,0,0,0,0,Australia
5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,362.0,50.0,431.0,134.0,35.0,54.0,1,3,6,7,1,0,0,0,0,0,0,0,India
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38.0,4.0,22.0,3.0,3.0,3.0,3,3,0,3,8,0,0,0,0,0,1,0,Spain
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38.0,4.0,22.0,3.0,3.0,3.0,3,3,0,3,8,0,0,0,0,0,0,0,Spain
1772,1975,PhD,Married,79174.0,0,0,2013-01-11,2,1074.0,37.0,518.0,193.0,92.0,129.0,1,5,6,7,2,0,0,1,1,0,1,0,Canada
5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,983.0,76.0,184.0,180.0,138.0,27.0,1,6,3,4,7,0,0,1,0,0,0,0,South Africa
5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,262.0,6.0,61.0,0.0,10.0,102.0,3,5,2,6,5,0,0,0,0,0,0,0,Spain
3887,1970,Graduation,Single,27242.0,1,0,2012-11-11,2,3.0,17.0,26.0,20.0,1.0,39.0,2,2,0,3,9,0,0,0,0,0,1,0,India
7022,1971,Graduation,Married,76445.0,1,0,2012-09-28,2,739.0,107.0,309.0,140.0,80.0,35.0,1,2,5,13,6,0,0,0,0,0,0,0,South Africa
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610.0,105.0,125.0,137.0,42.0,21.0,1,9,4,9,5,0,0,0,0,0,0,0,Spain
10352,1963,Graduation,Widow,34213.0,1,1,2012-09-07,2,50.0,4.0,28.0,6.0,3.0,26.0,3,3,1,2,9,0,0,0,0,0,1,0,South Africa
7919,1976,PhD,Together,72335.0,0,0,2012-08-13,2,1285.0,105.0,653.0,28.0,21.0,0.0,1,10,4,8,8,0,0,0,0,0,1,0,Spain
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650.0,37.0,780.0,27.0,167.0,32.0,1,6,9,13,3,0,0,0,0,0,0,0,Australia
7990,1947,Graduation,Married,27469.0,0,0,2012-08-02,2,9.0,1.0,2.0,3.0,2.0,0.0,1,0,0,3,6,0,0,0,0,0,0,0,Canada
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458.0,81.0,356.0,106.0,50.0,40.0,1,4,4,7,2,0,0,0,0,0,0,0,Spain
4399,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458.0,81.0,356.0,106.0,50.0,40.0,1,4,4,7,2,0,0,0,0,0,0,0,Canada
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,292.0,6.0,37.0,0.0,3.0,34.0,4,6,1,6,7,0,1,0,1,0,1,0,Germany
4785,1970,PhD,Together,77622.0,0,2,2014-04-14,3,520.0,7.0,154.0,19.0,0.0,14.0,2,6,3,11,3,0,0,0,0,0,0,0,South Africa
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14.0,0.0,1.0,0.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,Spain
3878,1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3.0,4.0,7.0,15.0,8.0,11.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain
9612,1987,2n Cycle,Single,23830.0,0,0,2014-02-07,3,1.0,8.0,6.0,4.0,8.0,16.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain
4098,1973,Graduation,Married,24639.0,1,1,2014-01-28,3,20.0,3.0,16.0,0.0,4.0,1.0,3,2,0,4,6,0,0,0,0,0,0,0,Australia
158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,345.0,53.0,528.0,98.0,75.0,97.0,1,8,3,5,4,1,0,0,0,0,1,0,Spain
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,22.0,1.0,11.0,0.0,1.0,2.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain
9970,1977,Graduation,Together,55375.0,0,1,2013-10-17,3,42.0,11.0,57.0,10.0,28.0,14.0,1,1,1,6,2,0,0,0,0,0,0,0,Canada
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463.0,96.0,333.0,168.0,53.0,10.0,1,7,7,12,3,0,0,0,0,0,0,0,Spain
10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,4.0,1.0,7.0,2.0,1.0,2.0,2,1,0,3,4,0,0,0,0,0,0,0,Spain
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260.0,86.0,559.0,63.0,9.0,67.0,1,4,6,4,2,0,0,0,0,0,0,0,United States
10582,1979,Graduation,Married,72063.0,0,1,2013-07-03,3,180.0,32.0,348.0,76.0,32.0,90.0,2,5,2,12,2,0,0,0,0,0,0,0,Germany
4470,1962,Master,Married,58646.0,0,1,2013-06-10,3,62.0,1.0,44.0,6.0,5.0,22.0,1,2,1,4,4,0,0,0,0,0,0,0,Spain
6183,1962,Master,Married,58646.0,0,1,2013-06-10,3,62.0,1.0,44.0,6.0,5.0,22.0,1,2,1,4,4,0,0,0,0,0,0,0,Germany
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67.0,1.0,20.0,0.0,2.0,31.0,3,2,2,2,7,0,0,0,0,0,1,0,United States
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421.0,76.0,536.0,82.0,178.0,102.0,2,8,6,5,4,0,0,0,0,0,0,0,Australia
4827,1956,PhD,Single,54998.0,0,1,2013-03-10,3,154.0,22.0,202.0,39.0,30.0,8.0,5,4,2,9,4,0,0,0,0,0,1,0,Spain
6715,1948,PhD,Single,60200.0,0,1,2013-01-02,3,502.0,19.0,132.0,0.0,6.0,26.0,6,6,2,11,6,0,0,0,0,0,0,0,Spain
10676,1982,Graduation,Married,63211.0,0,0,2012-11-02,3,145.0,193.0,459.0,205.0,26.0,145.0,2,3,8,7,2,0,0,0,0,0,1,0,Spain
1041,1973,PhD,Single,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,0,0,0,0,0,1,0,South Africa
492,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,0,0,0,0,0,0,0,Canada
11133,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,0,0,0,0,0,1,0,India
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099.0,0.0,45.0,0.0,0.0,34.0,11,3,4,10,8,0,1,0,0,0,0,0,Spain
873,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099.0,0.0,45.0,0.0,0.0,34.0,11,3,4,10,8,0,1,0,0,0,1,0,Spain
1631,1965,PhD,Together,65220.0,0,0,2012-09-03,3,890.0,63.0,292.0,0.0,25.0,12.0,4,8,4,7,6,0,0,0,0,0,1,0,Germany
8278,1990,PhD,Married,74214.0,0,0,2012-08-26,3,863.0,83.0,547.0,86.0,99.0,33.0,1,8,2,5,5,0,0,0,0,0,0,0,Spain
6815,1980,2n Cycle,Married,96547.0,0,0,2014-05-23,4,448.0,21.0,125.0,52.0,101.0,62.0,0,7,6,8,2,1,0,1,1,0,1,0,Spain
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399.0,4.0,30.0,6.0,4.0,30.0,3,7,1,7,7,0,1,0,0,0,0,0,Spain
1349,1970,Graduation,Married,50447.0,2,0,2014-04-21,4,85.0,7.0,24.0,2.0,3.0,27.0,1,3,1,3,6,0,0,0,0,0,0,0,India
2534,1953,Graduation,Married,37716.0,0,1,2014-04-21,4,97.0,1.0,41.0,6.0,2.0,41.0,2,4,1,3,7,0,0,0,0,0,0,0,Australia
2130,1982,Graduation,Together,45203.0,2,0,2014-03-23,4,35.0,3.0,67.0,10.0,8.0,24.0,1,3,1,3,6,0,0,0,0,0,1,0,South Africa
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3.0,2.0,11.0,2.0,2.0,10.0,1,1,0,2,6,1,0,0,0,0,0,0,Spain
3799,1955,Graduation,Married,67225.0,0,1,2013-11-26,4,315.0,35.0,322.0,46.0,7.0,143.0,3,7,2,11,5,0,0,0,0,0,0,0,United States
11084,1976,Master,Together,65104.0,0,1,2013-11-14,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,0,0,0,1,0,Canada
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,0,0,0,0,0,Spain
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179.0,28.0,520.0,111.0,123.0,47.0,1,3,8,13,1,0,0,0,0,0,1,0,Spain
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381.0,28.0,215.0,84.0,28.0,21.0,2,6,5,9,3,0,0,0,0,0,0,0,Spain
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,247.0,49.0,159.0,7.0,82.0,109.0,1,5,2,10,4,0,0,0,0,0,0,0,Germany
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711.0,36.0,217.0,172.0,96.0,168.0,3,7,4,7,4,0,1,0,1,0,0,0,Spain
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30.0,8.0,12.0,8.0,8.0,12.0,1,2,0,4,5,0,0,0,0,0,0,0,Spain
6310,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30.0,8.0,12.0,8.0,8.0,12.0,1,2,0,4,5,0,0,0,0,0,0,0,Canada
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,288.0,10.0,30.0,4.0,10.0,125.0,1,6,1,6,6,0,0,0,0,0,0,0,Spain
3025,1958,Graduation,Single,49967.0,0,1,2013-07-08,4,212.0,6.0,69.0,4.0,12.0,3.0,3,6,1,5,7,0,0,0,0,0,0,0,Canada
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173.0,4.0,30.0,3.0,6.0,41.0,4,5,1,4,7,0,0,0,0,0,0,0,United States
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,604.0,0.0,100.0,19.0,0.0,28.0,9,10,2,8,8,0,0,0,0,0,0,0,Spain
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482.0,34.0,471.0,119.0,68.0,22.0,1,3,5,9,7,0,0,0,0,0,0,0,Australia
10177,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531.0,69.0,300.0,150.0,138.0,150.0,3,5,4,8,2,0,0,0,0,0,0,0,Spain
2429,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531.0,69.0,300.0,150.0,138.0,150.0,3,5,4,8,2,0,0,0,0,0,0,0,Canada
8920,1967,Master,Single,59235.0,1,0,2013-01-12,4,448.0,40.0,469.0,80.0,0.0,91.0,3,11,2,12,7,0,0,0,0,0,0,0,India
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,0,0,0,0,0,Australia
8619,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,0,0,0,0,0,Spain
8996,1957,PhD,Married,,2,1,2012-11-19,4,230.0,42.0,192.0,49.0,37.0,53.0,12,7,2,8,9,0,0,0,0,0,0,0,Germany
7233,1972,Graduation,Married,69209.0,0,0,2012-09-17,4,496.0,32.0,849.0,229.0,48.0,128.0,2,5,3,6,4,0,0,0,1,0,0,0,Canada
6678,1989,Graduation,Together,31928.0,1,0,2014-03-28,5,33.0,4.0,24.0,4.0,2.0,5.0,2,3,0,4,7,0,0,0,0,0,0,0,India
830,1987,PhD,Single,74004.0,0,0,2014-02-24,5,784.0,48.0,560.0,42.0,176.0,48.0,1,4,6,4,3,0,0,1,1,0,1,0,India
6365,1987,2n Cycle,Married,30390.0,0,0,2013-09-02,5,10.0,12.0,12.0,25.0,1.0,20.0,1,2,0,3,6,0,0,0,0,0,0,0,India
6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5.0,13.0,14.0,0.0,5.0,31.0,2,2,1,2,6,1,0,0,0,0,1,0,United States
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4.0,1.0,5.0,2.0,0.0,4.0,1,1,0,2,7,0,0,0,0,0,0,0,Germany
1031,1989,2n Cycle,Married,85710.0,0,0,2013-05-05,5,600.0,20.0,350.0,29.0,30.0,33.0,1,6,9,10,2,0,0,1,0,0,0,0,India
10089,1974,Graduation,Divorced,102692.0,0,0,2013-04-05,5,168.0,148.0,444.0,32.0,172.0,148.0,1,6,9,13,2,0,1,1,1,1,1,0,South Africa
9256,1971,Graduation,Single,58350.0,0,1,2013-01-04,5,493.0,26.0,206.0,116.0,80.0,80.0,4,8,3,12,6,0,0,0,0,0,0,0,Spain
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6.0,5.0,4.0,13.0,4.0,25.0,4,2,1,3,6,0,0,0,0,0,0,0,Spain
624,1984,Master,Single,18890.0,0,0,2012-11-10,5,6.0,4.0,1.0,7.0,2.0,15.0,1,0,1,2,6,1,0,0,0,0,1,0,South Africa
4211,1986,Basic,Married,20425.0,1,0,2012-10-29,5,4.0,12.0,5.0,3.0,16.0,17.0,2,2,0,3,7,0,0,0,0,0,0,0,Canada
1407,1986,Basic,Married,20425.0,1,0,2012-10-29,5,4.0,12.0,5.0,3.0,16.0,17.0,2,2,0,3,7,0,0,0,0,0,0,0,Germany
10356,1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,29.0,0.0,2.0,0.0,0.0,1.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain
9323,1949,Master,Together,49912.0,0,1,2012-09-07,5,520.0,8.0,223.0,32.0,49.0,42.0,4,10,5,7,8,1,0,0,0,0,1,0,Montenegro
1146,1949,Master,Together,49912.0,0,1,2012-09-07,5,520.0,8.0,223.0,32.0,49.0,42.0,4,10,5,7,8,1,0,0,0,0,1,0,Australia
6343,1959,Graduation,Married,79823.0,0,1,2014-03-31,6,835.0,73.0,380.0,114.0,73.0,43.0,1,6,9,7,2,0,1,0,0,0,0,0,Australia
8545,1954,Graduation,Divorced,85683.0,0,0,2014-03-21,6,1296.0,17.0,311.0,45.0,69.0,51.0,1,2,4,10,1,0,1,1,1,1,1,0,Spain
8275,1965,PhD,Divorced,47025.0,1,1,2014-02-09,6,16.0,0.0,3.0,0.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,Spain
10673,1976,PhD,Married,68397.0,0,1,2013-11-17,6,760.0,80.0,466.0,17.0,13.0,80.0,1,6,9,5,3,0,0,0,0,0,0,0,South Africa
8799,1984,PhD,Married,38175.0,1,0,2013-09-23,6,70.0,6.0,69.0,2.0,3.0,3.0,3,3,1,4,7,0,0,0,0,0,0,0,Spain
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68.0,0.0,16.0,0.0,0.0,8.0,3,2,0,4,7,0,0,0,0,0,0,0,Spain
9923,1972,Master,Single,46423.0,1,1,2013-09-18,6,68.0,0.0,16.0,0.0,0.0,8.0,3,2,0,4,7,0,0,0,0,0,0,0,Spain
2814,1976,Master,Together,30560.0,1,0,2013-06-27,6,9.0,1.0,5.0,4.0,5.0,7.0,1,1,0,3,7,0,0,0,0,0,0,0,South Africa
2711,1976,Master,Together,30560.0,1,0,2013-06-27,6,9.0,1.0,5.0,4.0,5.0,7.0,1,1,0,3,7,0,0,0,0,0,0,0,Canada
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325.0,83.0,300.0,86.0,58.0,91.0,1,6,4,12,3,0,0,0,0,0,0,0,Spain
10451,1965,Graduation,Together,29672.0,1,1,2013-03-12,6,9.0,1.0,3.0,0.0,4.0,8.0,1,0,0,3,6,0,0,0,0,0,0,0,South Africa
