User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Total_Campaigns_Accepted,Total_Spent
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125.0,17.0,52.0,3.0,19.0,30.0,4,5,1,4,8,1,0,0,0,0,1,0,Spain,2,246.0
199,1962,Master,Single,45183.0,0,0,2013-01-20,33,219.0,3.0,60.0,12.0,9.0,12.0,1,4,1,7,7,0,1,0,0,0,0,0,Canada,1,315.0
202,1948,PhD,Widow,82032.0,0,0,2014-04-05,54,332.0,194.0,377.0,149.0,125.0,57.0,0,4,6,7,1,0,0,0,0,0,0,0,India,0,1234.0
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288.0,20.0,613.0,80.0,61.0,27.0,1,5,7,9,2,0,0,0,0,0,0,0,Spain,0,2089.0
213,1963,PhD,Single,23091.0,1,1,2014-05-28,98,35.0,0.0,11.0,0.0,0.0,2.0,4,2,1,3,7,0,0,0,0,0,0,0,Spain,0,48.0
217,1956,Master,Single,64857.0,0,0,2012-11-23,78,556.0,14.0,717.0,210.0,0.0,43.0,1,7,5,10,4,0,0,0,0,0,0,0,Canada,0,1540.0
221,1955,Graduation,Married,48726.0,0,1,2013-04-27,90,138.0,3.0,38.0,4.0,0.0,59.0,3,3,2,4,6,0,0,0,0,0,0,0,Germany,0,242.0
231,1956,Master,Together,28839.0,1,1,2014-03-11,86,24.0,0.0,7.0,0.0,0.0,1.0,2,2,0,3,5,0,0,0,0,0,0,0,Spain,0,32.0
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279.0,83.0,88.0,32.0,14.0,34.0,1,4,2,10,3,0,0,0,0,0,0,0,Spain,0,530.0
234,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1.0,2.0,8.0,4.0,3.0,13.0,2,1,1,2,7,1,0,0,0,0,1,0,Spain,2,31.0
236,1951,Graduation,Married,34838.0,1,1,2013-01-19,62,28.0,23.0,29.0,29.0,14.0,47.0,3,2,1,4,6,0,0,0,0,0,0,0,Canada,0,170.0
238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515.0,47.0,181.0,149.0,95.0,95.0,15,9,6,9,7,0,0,0,0,0,0,0,Spain,0,1082.0
241,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901.0,31.0,345.0,75.0,31.0,191.0,1,4,4,11,1,0,0,1,0,0,0,0,Spain,1,1574.0
246,1965,Graduation,Married,66480.0,1,1,2014-05-31,71,199.0,9.0,57.0,20.0,21.0,6.0,7,4,1,7,4,0,0,0,0,0,0,0,Spain,0,312.0
247,1971,Graduation,Married,36715.0,1,0,2012-11-17,16,172.0,10.0,125.0,21.0,13.0,16.0,6,7,2,4,9,0,0,0,0,0,1,0,Spain,1,357.0
252,1963,PhD,Divorced,41003.0,0,0,2013-03-17,11,123.0,133.0,142.0,71.0,44.0,88.0,1,6,2,8,6,0,0,0,0,0,0,0,South Africa,0,601.0
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399.0,4.0,30.0,6.0,4.0,30.0,3,7,1,7,7,0,1,0,0,0,0,0,Spain,1,473.0
255,1951,Graduation,Divorced,22263.0,1,1,2014-03-30,31,17.0,0.0,2.0,0.0,0.0,2.0,2,1,0,3,6,0,0,0,0,0,0,1,Spain,0,21.0
257,1959,PhD,Married,75032.0,0,1,2013-04-28,74,952.0,12.0,180.0,47.0,12.0,12.0,2,5,4,9,3,0,0,0,0,0,0,0,Spain,0,1215.0
263,1945,PhD,Single,45576.0,0,0,2014-05-28,9,56.0,19.0,29.0,2.0,14.0,25.0,1,3,1,3,8,0,0,0,0,0,1,0,Spain,1,145.0
269,1963,PhD,Single,46757.0,0,1,2012-11-16,71,777.0,30.0,163.0,0.0,51.0,122.0,6,4,4,7,9,0,0,0,0,0,0,0,Spain,0,1143.0
271,1969,Graduation,Widow,40590.0,1,1,2013-10-02,30,154.0,0.0,50.0,6.0,11.0,37.0,5,3,4,3,6,1,0,0,0,0,0,0,Canada,1,258.0
273,1970,Master,Married,36138.0,1,1,2013-07-16,48,130.0,0.0,16.0,0.0,0.0,5.0,5,3,1,4,7,0,1,0,0,0,0,0,Germany,1,151.0
274,1973,Graduation,Single,34853.0,1,1,2013-12-23,75,9.0,3.0,15.0,2.0,3.0,2.0,2,2,0,3,6,0,0,0,0,0,0,0,Germany,0,34.0
286,1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95.0,11.0,35.0,0.0,4.0,7.0,4,2,1,5,6,0,0,0,0,0,0,0,Spain,0,152.0
291,1970,Graduation,Married,72940.0,0,0,2013-06-19,13,182.0,74.0,298.0,162.0,149.0,116.0,1,3,3,6,1,0,0,0,0,0,0,0,South Africa,0,981.0
295,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493.0,70.0,324.0,146.0,40.0,84.0,1,3,7,11,1,0,0,0,0,0,0,0,Spain,0,1157.0
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19.0,3.0,19.0,4.0,5.0,26.0,3,3,0,3,7,0,0,0,0,0,0,0,Spain,0,76.0
309,1961,PhD,Together,63342.0,0,1,2012-10-16,48,918.0,21.0,118.0,13.0,10.0,21.0,3,8,3,5,6,0,1,0,0,0,0,0,South Africa,1,1101.0
310,1970,Master,Married,61872.0,0,1,2013-12-13,81,330.0,5.0,159.0,36.0,27.0,16.0,4,4,4,9,4,0,0,0,0,0,0,0,Canada,0,573.0
313,1968,Graduation,Widow,73455.0,0,0,2013-10-28,98,901.0,61.0,757.0,186.0,163.0,20.0,1,6,5,10,3,0,1,0,0,0,0,0,South Africa,1,2088.0
322,1978,Graduation,Together,42554.0,1,1,2013-01-12,93,29.0,1.0,11.0,0.0,0.0,0.0,2,2,0,3,4,0,0,0,0,0,0,0,Australia,0,41.0
326,1973,Graduation,Married,51148.0,1,1,2013-02-18,38,235.0,6.0,45.0,8.0,9.0,12.0,4,5,1,6,6,0,0,0,0,0,0,0,India,0,315.0
332,1957,Graduation,Married,47743.0,0,1,2013-03-22,56,198.0,2.0,43.0,0.0,12.0,20.0,3,4,1,6,6,0,1,0,0,0,0,0,Spain,1,275.0
339,1972,PhD,Married,57091.0,0,1,2012-11-23,82,462.0,0.0,24.0,6.0,0.0,4.0,2,9,2,5,7,0,1,0,0,0,1,0,Spain,2,496.0
340,1970,Graduation,Divorced,72967.0,0,1,2012-12-15,1,158.0,35.0,179.0,0.0,0.0,125.0,2,7,2,8,5,1,0,0,0,0,1,0,Germany,2,497.0
347,1976,Graduation,Divorced,40780.0,0,1,2012-09-08,30,229.0,27.0,71.0,13.0,3.0,34.0,4,7,1,5,9,0,0,0,0,0,0,0,Canada,0,377.0
359,1950,Graduation,Together,48070.0,0,1,2013-01-13,33,373.0,14.0,83.0,6.0,9.0,19.0,3,8,2,6,7,0,0,0,0,0,0,1,Spain,0,504.0
361,1969,Master,Married,43142.0,1,1,2014-02-18,84,5.0,1.0,7.0,2.0,1.0,4.0,1,1,0,2,7,0,0,0,0,0,0,0,Australia,0,20.0
367,1978,2n Cycle,Married,36550.0,1,0,2013-02-19,74,47.0,90.0,94.0,123.0,103.0,120.0,5,9,1,5,9,0,0,0,0,0,0,0,Canada,0,577.0
368,1974,Graduation,Married,40049.0,0,1,2012-11-29,61,91.0,65.0,52.0,10.0,44.0,28.0,3,3,2,6,5,0,0,0,0,0,0,0,India,0,290.0
375,1954,Graduation,Divorced,76773.0,0,0,2013-02-25,79,516.0,56.0,449.0,86.0,33.0,16.0,1,2,2,11,1,0,0,0,0,0,0,0,Spain,0,1156.0
378,1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283.0,112.0,151.0,51.0,72.0,125.0,2,7,2,10,6,0,0,0,0,0,0,0,Spain,0,794.0
380,1954,Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170.0,48.0,320.0,42.0,32.0,192.0,5,11,4,9,8,1,0,0,0,0,1,0,South Africa,2,1804.0
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6.0,16.0,11.0,11.0,1.0,16.0,1,2,0,3,8,0,0,0,0,0,0,0,United States,0,61.0
405,1964,Graduation,Divorced,41638.0,0,1,2013-02-13,68,315.0,0.0,31.0,4.0,0.0,91.0,4,5,5,3,8,1,0,0,0,0,0,0,Spain,1,441.0
425,1985,Graduation,Married,55357.0,2,0,2013-02-19,66,374.0,64.0,116.0,84.0,25.0,64.0,3,6,2,11,5,0,0,0,0,0,0,0,India,0,727.0
433,1958,Master,Alone,61331.0,1,1,2013-03-10,42,534.0,5.0,47.0,0.0,5.0,41.0,5,11,1,6,8,0,0,0,0,0,0,0,Canada,0,632.0
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294.0,142.0,218.0,164.0,58.0,151.0,1,3,8,11,1,0,0,0,0,0,0,0,Australia,0,1027.0
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308.0,85.0,137.0,102.0,45.0,118.0,2,6,2,11,5,0,0,0,0,0,0,0,Spain,0,795.0
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67.0,15.0,80.0,17.0,11.0,80.0,3,1,4,4,3,0,0,0,0,0,0,0,United States,0,270.0
451,1989,Graduation,Single,9255.0,1,0,2013-12-20,91,9.0,0.0,7.0,2.0,0.0,4.0,1,1,1,2,8,0,0,0,0,0,0,0,India,0,22.0
453,1956,PhD,Widow,35340.0,1,1,2014-06-29,1,27.0,0.0,12.0,0.0,1.0,5.0,2,2,0,3,5,0,0,0,0,0,0,0,Spain,0,45.0
454,1980,Graduation,Together,69508.0,1,0,2012-11-14,48,824.0,32.0,162.0,42.0,32.0,43.0,2,11,4,11,6,0,0,0,0,0,0,0,South Africa,0,1135.0
455,1946,PhD,Married,51012.0,0,0,2013-04-18,86,102.0,9.0,63.0,2.0,9.0,24.0,1,4,1,4,6,0,0,0,0,0,0,0,Spain,0,209.0
456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,1.0,11.0,5.0,4.0,6.0,9.0,2,2,0,3,8,0,0,0,0,0,0,0,Spain,0,36.0
460,1972,PhD,Married,79930.0,0,0,2012-08-08,72,792.0,86.0,740.0,67.0,51.0,17.0,1,3,5,8,2,0,0,0,0,0,0,0,South Africa,0,1753.0
466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,388.0,14.0,218.0,91.0,14.0,21.0,1,4,3,13,2,0,0,0,0,0,0,0,Spain,0,746.0
477,1986,Graduation,Married,83512.0,0,0,2014-06-17,31,1060.0,61.0,835.0,80.0,20.0,101.0,1,4,7,10,1,1,0,1,1,1,1,0,Spain,5,2157.0
486,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434.0,137.0,400.0,45.0,137.0,45.0,1,3,4,10,1,0,0,0,0,0,0,0,Canada,0,1198.0
492,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,0,0,0,0,0,0,0,Canada,0,424.0
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25.0,0.0,22.0,2.0,3.0,5.0,2,1,0,4,5,0,0,0,0,0,0,0,Spain,0,57.0
500,1977,Graduation,Together,96876.0,0,0,2013-08-06,79,908.0,43.0,735.0,40.0,194.0,21.0,1,7,7,9,2,0,1,1,1,0,1,0,Spain,4,1941.0
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13.0,1.0,29.0,3.0,0.0,7.0,2,2,0,3,8,0,0,0,0,0,0,0,Australia,0,53.0
520,1974,Graduation,Married,34421.0,1,0,2013-07-01,81,3.0,3.0,7.0,6.0,2.0,9.0,1,1,0,2,7,0,0,0,0,0,0,0,Spain,0,30.0
521,1985,Graduation,Together,54006.0,1,0,2012-09-18,42,174.0,77.0,203.0,6.0,24.0,97.0,2,8,1,7,7,0,0,0,0,0,0,0,Spain,0,581.0
523,1989,Graduation,Married,37155.0,1,0,2013-01-31,51,23.0,0.0,26.0,7.0,15.0,3.0,1,2,0,4,5,0,0,0,0,0,0,0,Spain,0,74.0
524,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2.0,23.0,11.0,8.0,6.0,46.0,1,2,1,2,8,0,0,0,0,0,0,0,Australia,0,96.0
528,1978,Graduation,Married,65819.0,0,0,2012-11-29,99,267.0,38.0,701.0,149.0,165.0,63.0,1,5,4,10,3,0,0,0,0,0,0,0,India,0,1383.0
531,1954,PhD,Divorced,57333.0,0,1,2012-09-22,55,941.0,14.0,397.0,76.0,58.0,176.0,11,8,5,9,6,0,0,0,0,0,1,0,Spain,1,1662.0
535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163.0,23.0,424.0,27.0,65.0,76.0,1,3,10,13,1,0,0,0,0,0,0,0,Germany,0,778.0
538,1989,Graduation,Single,46107.0,1,0,2014-02-10,78,31.0,9.0,27.0,16.0,9.0,33.0,1,1,1,4,3,0,0,0,0,0,0,0,South Africa,0,125.0
544,1954,Graduation,Married,62820.0,0,0,2013-05-11,51,398.0,61.0,265.0,138.0,61.0,53.0,1,3,4,6,1,0,0,0,0,0,0,0,Spain,0,976.0
550,1952,Graduation,Divorced,62335.0,0,1,2013-05-23,87,243.0,131.0,217.0,85.0,6.0,26.0,2,3,3,13,2,0,0,0,0,0,0,0,Spain,0,708.0
564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,746.0,8.0,125.0,11.0,8.0,8.0,7,8,6,9,6,0,1,0,0,0,1,0,Spain,2,906.0
569,1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704.0,129.0,853.0,120.0,74.0,111.0,1,5,6,7,2,0,1,1,1,0,1,0,Spain,4,1991.0
574,1964,Graduation,Married,42523.0,0,0,2014-04-23,96,14.0,36.0,11.0,3.0,26.0,35.0,1,1,1,4,2,0,0,0,0,0,0,0,Germany,0,125.0
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9.0,1.0,7.0,0.0,3.0,2.0,2,1,0,3,7,0,0,0,0,0,0,0,Spain,0,22.0
590,1970,Master,Divorced,78579.0,0,0,2012-12-22,35,816.0,66.0,549.0,216.0,66.0,99.0,1,5,6,4,3,0,0,0,0,0,1,0,Spain,1,1812.0
591,1957,Graduation,Widow,66033.0,0,1,2013-01-20,76,293.0,35.0,179.0,46.0,59.0,65.0,2,8,3,7,7,0,0,0,0,0,0,0,India,0,677.0
606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6.0,1.0,2.0,2.0,0.0,4.0,1,1,0,2,7,0,0,0,0,0,0,0,Spain,0,15.0
607,1955,2n Cycle,Divorced,41769.0,0,1,2013-02-13,31,302.0,29.0,131.0,32.0,0.0,27.0,6,8,1,7,8,0,0,0,0,0,0,0,India,0,521.0
610,1953,PhD,Together,53593.0,1,1,2012-08-07,60,349.0,4.0,78.0,6.0,0.0,43.0,8,7,2,6,8,0,0,0,0,0,0,0,Australia,0,480.0
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65.0,36.0,74.0,38.0,20.0,110.0,1,5,1,4,7,0,0,0,0,0,0,0,Spain,0,343.0
618,1977,PhD,Married,69389.0,0,1,2012-09-28,17,422.0,7.0,238.0,69.0,46.0,15.0,1,7,2,12,4,0,0,0,0,0,0,0,Australia,0,797.0
624,1984,Master,Single,18890.0,0,0,2012-11-10,5,6.0,4.0,1.0,7.0,2.0,15.0,1,0,1,2,6,1,0,0,0,0,1,0,South Africa,2,35.0
626,1951,Graduation,Married,32871.0,1,1,2013-03-09,28,22.0,2.0,12.0,0.0,2.0,5.0,1,1,0,3,4,0,0,0,0,0,0,0,United States,0,43.0
635,1966,Master,Married,57183.0,1,1,2013-03-19,51,464.0,5.0,64.0,7.0,0.0,70.0,8,9,1,7,8,0,0,0,0,0,0,0,Spain,0,610.0
640,1951,Graduation,Married,57304.0,0,1,2013-03-11,61,356.0,80.0,329.0,138.0,17.0,106.0,2,7,6,10,5,0,0,0,0,0,0,0,Spain,0,1026.0
641,1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59.0,0.0,12.0,0.0,0.0,48.0,1,2,2,2,4,1,0,0,0,0,0,0,India,1,119.0
642,1980,Basic,Married,16005.0,1,0,2012-08-14,69,1.0,3.0,2.0,20.0,30.0,47.0,3,2,1,2,8,0,0,0,0,0,0,0,Canada,0,103.0
663,1989,PhD,Single,33996.0,0,0,2013-09-11,46,40.0,2.0,15.0,8.0,0.0,6.0,1,1,1,3,4,0,0,0,0,0,0,0,Spain,0,71.0
675,1973,Master,Divorced,52034.0,1,1,2013-05-17,67,146.0,0.0,93.0,7.0,13.0,73.0,5,4,2,5,7,0,0,0,0,0,0,0,Spain,0,332.0
679,1957,PhD,Married,37633.0,1,1,2012-09-20,49,13.0,4.0,20.0,0.0,0.0,1.0,2,1,0,3,9,0,0,0,0,0,0,0,Spain,0,38.0
692,1954,Graduation,Together,36807.0,1,1,2012-12-20,88,4.0,2.0,5.0,0.0,0.0,5.0,1,1,0,2,6,0,0,0,0,0,0,0,India,0,16.0
697,1969,Graduation,Together,74918.0,0,0,2013-03-12,78,972.0,59.0,913.0,25.0,19.0,59.0,1,5,9,6,3,0,0,1,0,0,0,0,Spain,1,2047.0
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707.0,21.0,250.0,85.0,43.0,73.0,2,6,2,8,2,1,0,0,0,0,0,0,Spain,1,1179.0
702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162.0,61.0,83.0,97.0,57.0,61.0,4,4,3,8,5,0,0,0,0,0,0,0,Spain,0,521.0
709,1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,787.0,20.0,204.0,0.0,0.0,92.0,3,2,2,11,8,0,0,0,0,0,0,0,South Africa,0,1103.0
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141.0,15.0,153.0,67.0,31.0,35.0,1,4,4,6,3,0,0,0,0,0,0,0,Spain,0,442.0
716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529.0,0.0,356.0,63.0,28.0,0.0,3,6,7,11,3,0,0,0,0,0,0,0,Spain,0,976.0
736,1983,Graduation,Together,28427.0,1,0,2013-03-21,67,18.0,3.0,19.0,3.0,3.0,6.0,2,2,0,3,8,0,0,0,0,0,0,0,India,0,52.0
737,1949,PhD,Married,80360.0,0,0,2013-03-03,56,1493.0,86.0,454.0,112.0,43.0,43.0,2,4,4,5,2,0,1,1,1,0,0,0,Spain,3,2231.0
738,1981,2n Cycle,Single,42395.0,1,1,2014-04-04,35,48.0,13.0,57.0,24.0,15.0,25.0,4,3,1,4,7,0,0,0,0,0,0,0,India,0,182.0
749,1981,Graduation,Together,42162.0,1,0,2013-11-19,31,46.0,7.0,59.0,2.0,4.0,27.0,2,3,1,3,6,1,0,0,0,0,1,0,Spain,2,145.0
760,1975,PhD,Divorced,60554.0,1,0,2013-08-09,8,588.0,7.0,76.0,110.0,15.0,15.0,2,8,4,9,6,0,0,0,0,0,0,0,South Africa,0,811.0
762,1981,2n Cycle,Together,75774.0,1,0,2014-05-02,27,340.0,21.0,134.0,258.0,14.0,56.0,1,7,5,8,4,0,0,0,0,0,0,0,Spain,0,823.0
771,1967,Graduation,Together,54178.0,0,1,2014-01-21,79,135.0,9.0,39.0,4.0,0.0,7.0,1,2,2,5,2,0,0,0,0,0,0,0,Germany,0,194.0
773,1971,Master,Divorced,42835.0,1,1,2013-06-30,64,379.0,4.0,93.0,12.0,9.0,98.0,7,6,6,4,6,0,0,0,0,0,0,0,India,0,595.0
793,1973,Graduation,Married,20895.0,1,0,2012-10-06,24,18.0,3.0,17.0,3.0,0.0,4.0,1,2,0,3,9,0,0,0,0,0,0,0,Australia,0,45.0
796,1965,2n Cycle,Divorced,60161.0,0,1,2012-10-23,17,584.0,44.0,212.0,46.0,8.0,177.0,3,11,4,8,8,0,0,0,0,0,0,0,Canada,0,1071.0
798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2.0,0.0,6.0,8.0,6.0,5.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain,0,27.0
800,1960,Graduation,Together,44512.0,1,1,2013-08-30,57,23.0,1.0,6.0,0.0,0.0,2.0,2,1,0,3,4,0,0,0,0,0,0,0,South Africa,0,32.0
803,1968,Graduation,Together,40521.0,1,1,2013-04-05,82,12.0,0.0,5.0,0.0,0.0,4.0,1,0,1,2,5,0,0,0,0,0,0,0,Spain,0,21.0
807,1969,Master,Together,44602.0,1,1,2014-02-15,35,167.0,2.0,89.0,0.0,0.0,34.0,6,6,1,4,8,0,0,0,0,0,0,0,India,0,292.0
810,1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151.0,81.0,86.0,168.0,91.0,64.0,2,4,2,11,2,0,0,0,0,0,0,0,Spain,0,641.0
819,1945,Graduation,Widow,63285.0,0,0,2013-11-05,84,508.0,124.0,249.0,50.0,38.0,134.0,1,6,5,13,3,0,0,0,0,0,0,0,Spain,0,1103.0
